stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type
10007,W 100th Ave & Pecos St,Vehicles Travelling West, 39.87864,-105.00615,,,0
10008,W 100th Ave & Ura Ln,Vehicles Travelling East, 39.87791,-105.01119,,,0
10009,W 100th Ave & Ura Ln,Vehicles Travelling West, 39.87801,-105.01131,,,0
10013,100th Ave & York St,Vehicles Travelling East, 39.87773,-104.95849,,,0
10014,W 104th Ave & Croke Dr,Vehicles Travelling East, 39.88504,-104.99966,,,0
10016,W 104th Ave & Croke Dr,Vehicles Travelling West, 39.88532,-105.00039,,,0
10019,W 104th Ave & Huron St,Vehicles Travelling East, 39.88505,-104.99608,,,0
10020,W 104th Ave & Huron St,Vehicles Travelling West, 39.88533,-104.99742,,,0
10021,W 104th Ave & Livingston Dr,Vehicles Travelling East, 39.88504,-105.00286,,,0
10022,W 104th Ave & Livingston Dr,Vehicles Travelling West, 39.88531,-105.00377,,,0
10023,W 104th Ave & Melody Dr,Vehicles Travelling East, 39.88504,-104.99263,,,0
10024,W 104th Ave & Quivas St,Vehicles Travelling East, 39.88507,-105.00715,,,0
10025,W 104th Ave & Quivas St,Vehicles Travelling West, 39.88534,-105.00791,,,0
10028,W 106th Ave & Huron St,Vehicles Travelling East, 39.88863,-104.99474,,,0
10030,W 10th Ave & Allison St,Vehicles Travelling East, 39.73293,-105.08550,,,0
10031,W 10th Ave & Allison St,Vehicles Travelling West, 39.73301,-105.08554,,,0
10033,W 10th Ave & Balsam St,Vehicles Travelling West, 39.73299,-105.08900,,,0
10036,W 10th Ave & Carr St,Vehicles Travelling East, 39.73290,-105.09053,,,0
10037,W 10th Ave & Carr St,Vehicles Travelling West, 39.73300,-105.09060,,,0
10038,W 10th Ave & Decatur St,Vehicles Travelling West, 39.73304,-105.02211,,,0
10039,W 10th Ave & Depew St,Vehicles Travelling East, 39.73300,-105.05768,,,0
10040,W 10th Ave & Depew St,Vehicles Travelling West, 39.73313,-105.05758,,,0
10042,W 10th Ave & Estes St,Vehicles Travelling West, 39.73296,-105.09503,,,0
10043,W 10th Ave & Estes St,Vehicles Travelling East, 39.73280,-105.09502,,,0
10044,W 10th Ave & Federal Blvd,Vehicles Travelling East, 39.73295,-105.02476,,,0
10045,W 10th Ave & Federal Blvd,Vehicles Travelling West, 39.73299,-105.02563,,,0
10047,W 10th Ave & Flower St,Vehicles Travelling East, 39.73281,-105.09918,,,0
10048,W 10th Ave & Gray St,Vehicles Travelling East, 39.73305,-105.06104,,,0
10049,W 10th Ave & Gray St,Vehicles Travelling West, 39.73312,-105.06169,,,0
10050,W 10th Ave & Hooker St,Vehicles Travelling East, 39.73291,-105.02835,,,0
10051,W 10th Ave & Hooker St,Vehicles Travelling West, 39.73298,-105.02897,,,0
10055,W 10th Ave & Jay St,Vehicles Travelling West, 39.73312,-105.06517,,,0
10056,Jersey St & E 10th Ave,Vehicles Travelling North, 39.73145,-104.91940,,,0
10057,W 10th Ave & Kendall St,Vehicles Travelling East, 39.73305,-105.06522,,,0
10060,W 10th Ave & Julian St,Vehicles Travelling East, 39.73291,-105.03054,,,0
10061,W 10th Ave & Knox Ct,Vehicles Travelling West, 39.73299,-105.03248,,,0
10062,E 10th Ave & Leyden St,Vehicles Travelling East, 39.73163,-104.91471,,,0
10063,E 10th Ave & Leyden St,Vehicles Travelling West, 39.73172,-104.91560,,,0
10066,W 10th Ave & Meade St,Vehicles Travelling East, 39.73292,-105.03601,,,0
10067,W 10th Ave & Meade St,Vehicles Travelling West, 39.73302,-105.03563,,,0
10068,E 10th Ave & Monaco Pkwy,Vehicles Travelling East, 39.73164,-104.91258,,,0
10069,E 10th Ave & Monaco Pkwy,Vehicles Travelling West, 39.73171,-104.91269,,,0
10070,W 10th Ave & Perry St,Vehicles Travelling East, 39.73295,-105.03899,,,0
10071,W 10th Ave & Perry St,Vehicles Travelling West, 39.73305,-105.03968,,,0
10072,W 10th Ave & Pierce St,Vehicles Travelling East, 39.73308,-105.07225,,,0
10073,W 10th Ave & Raleigh St,Vehicles Travelling West, 39.73308,-105.04220,,,0
10074,W 10th Ave & Teller St,Vehicles Travelling West, 39.73307,-105.07630,,,0
10075,W 10th Ave & Sheridan Blvd,Vehicles Travelling West, 39.73314,-105.05378,,,0
10076,W 10th Ave & Sheridan Blvd,Vehicles Travelling East, 39.73307,-105.05250,,,0
10077,W 10th Ave & Stuart St,Vehicles Travelling East, 39.73298,-105.04223,,,0
10078,W 10th Ave & Teller St,Vehicles Travelling East, 39.73299,-105.07648,,,0
10079,W 10th Ave & Wadsworth Blvd,Vehicles Travelling West, 39.73306,-105.08200,,,0
10080,W 10th Ave & Wadsworth Blvd,Vehicles Travelling East, 39.73294,-105.08011,,,0
10081,W 10th Ave & Winona Ct,Vehicles Travelling West, 39.73313,-105.04772,,,0
10082,W 10th Ave & Winona Ct,Vehicles Travelling East, 39.73302,-105.04672,,,0
10083,W 10th Ave & Wolff St,Vehicles Travelling East, 39.73304,-105.04949,,,0
10084,W 10th Ave & Xavier St,Vehicles Travelling West, 39.73315,-105.05076,,,0
10085,10th St & Ford St,Vehicles Travelling Northeast, 39.75876,-105.22076,,,0
10087,10th St & Vasquez St,Vehicles Travelling Northeast, 39.76020,-105.21815,,,0
10088,10th St & Vasquez St,Vehicles Travelling Southwest, 39.76012,-105.21869,,,0
10090,W 112th Ave & Federal Blvd,Vehicles Travelling West, 39.89975,-105.02577,,,0
10091,W 112th Ave & Federal Blvd,Vehicles Travelling East, 39.89952,-105.02708,,,0
10094,W 112th Ave & Sheridan Blvd,Vehicles Travelling East, 39.89962,-105.05166,,,0
10095,W 112th Ave & Vrain St,Vehicles Travelling East, 39.89963,-105.04545,,,0
10096,W 112th Ave & Vrain St,Vehicles Travelling West, 39.89984,-105.04633,,,0
10097,14th St & Walnut St (NB) Alght Stop,Vehicles Travelling Northwest, 40.01707,-105.27681,,,0
10099,E 11th Ave & Boston St,Vehicles Travelling West, 39.73290,-104.88034,,,0
10100,11th Ave & Boston St,Vehicles Travelling East, 39.73277,-104.88014,,,0
10102,11th Ave & Dayton St,Vehicles Travelling East, 39.73280,-104.87495,,,0
10103,11th Ave & Dayton St,Vehicles Travelling West, 39.73290,-104.87595,,,0
10105,11th Ave & Elmira St,Vehicles Travelling East, 39.73280,-104.87239,,,0
10106,11th Ave & Elmira St,Vehicles Travelling West, 39.73293,-104.87335,,,0
10108,11th Ave & Galena St,Vehicles Travelling West, 39.73291,-104.87022,,,0
10109,11th Ave & Galena St,Vehicles Travelling East, 39.73281,-104.86998,,,0
10112,11th Ave & Geneva St,Vehicles Travelling East, 39.73281,-104.86772,,,0
10115,11th Ave & Hanover St,Vehicles Travelling West, 39.73290,-104.86817,,,0
10116,11th Ave & Havana St,Vehicles Travelling East, 39.73281,-104.86554,,,0
10117,11th Ave & Havana St,Vehicles Travelling West, 39.73291,-104.86560,,,0
10118,11th Ave & Jamaica St,Vehicles Travelling East, 39.73282,-104.86213,,,0
10119,11th Ave & Jamaica St,Vehicles Travelling West, 39.73292,-104.86290,,,0
10120,11th Ave & Joliet St,Vehicles Travelling East, 39.73283,-104.86006,,,0
10121,11th Ave & Joliet St,Vehicles Travelling West, 39.73293,-104.86054,,,0
10122,11th Ave & Lansing St,Vehicles Travelling West, 39.73294,-104.85695,,,0
10123,11th Ave & Lima St,Vehicles Travelling East, 39.73285,-104.85562,,,0
10125,11th Ave & Magnolia St,Vehicles Travelling East, 39.73285,-104.91116,,,0
10126,11th Ave & Moline St,Vehicles Travelling West, 39.73295,-104.85450,,,0
10127,11th Ave & Moline St,Vehicles Travelling East, 39.73285,-104.85463,,,0
10128,11th Ave & Niagara St,Vehicles Travelling West, 39.73292,-104.91087,,,0
10129,11th Ave & Nome St,Vehicles Travelling East, 39.73286,-104.84988,,,0
10130,11th Ave & Nome St,Vehicles Travelling West, 39.73297,-104.85132,,,0
10132,11th Ave & Oneida St,Vehicles Travelling East, 39.73286,-104.90826,,,0
10133,11th Ave & Oneida St,Vehicles Travelling West, 39.73293,-104.90776,,,0
10136,11th Ave & Peoria St,Vehicles Travelling West, 39.73302,-104.84789,,,0
10137,11th Ave & Pontiac St,Vehicles Travelling East, 39.73285,-104.90521,,,0
10139,11th Ave & Quebec St,Vehicles Travelling East, 39.73282,-104.90293,,,0
10140,11th Ave & Quebec St,Vehicles Travelling West, 39.73293,-104.90387,,,0
10141,11th Ave & Rosemary St,Vehicles Travelling West, 39.73292,-104.90043,,,0
10142,11th Ave & Rosemary St,Vehicles Travelling East, 39.73284,-104.89968,,,0
10154,120th Ave & Grant St,Vehicles Travelling East, 39.91396,-104.98469,,,0
10155,120th Ave & Grant St,Vehicles Travelling West, 39.91420,-104.98578,,,0
10158,E 120th Ave & Washington St,Vehicles Travelling West, 39.91422,-104.97908,,,0
10159,12th Ave & Broadway,Vehicles Travelling East, 39.73524,-104.98692,,,0
10160,12th Ave & Corona St,Vehicles Travelling East, 39.73510,-104.97360,,,0
10161,12th Ave & Downing St,Vehicles Travelling West, 39.73519,-104.97348,,,0
10162,12th Ave & Elizabeth St,Vehicles Travelling East, 39.73510,-104.95601,,,0
10163,12th Ave & Elizabeth St,Vehicles Travelling West, 39.73519,-104.95608,,,0
10164,12th Ave & Emerson St,Vehicles Travelling East, 39.73510,-104.97616,,,0
10166,12th Ave & Fillmore St,Vehicles Travelling East, 39.73508,-104.95262,,,0
10167,12th Ave & Fillmore St,Vehicles Travelling West, 39.73517,-104.95261,,,0
10168,12th Ave & Grant St,Vehicles Travelling East, 39.73523,-104.98329,,,0
10169,12th Ave & Grant St,Vehicles Travelling West, 39.73533,-104.98401,,,0
10170,12th Ave & Humboldt St,Vehicles Travelling East, 39.73513,-104.96858,,,0
10171,12th Ave & Humboldt St,Vehicles Travelling West, 39.73522,-104.96875,,,0
10172,12th Ave & Jackson St,Vehicles Travelling East, 39.73505,-104.94320,,,0
10174,12th Ave & Josephine St,Vehicles Travelling West, 39.73509,-104.95912,,,0
10175,12th Ave & Madison St,Vehicles Travelling East, 39.73507,-104.94590,,,0
10176,12th Ave & Madison St,Vehicles Travelling West, 39.73517,-104.94646,,,0
10177,12th Ave & Pennsylvania St,Vehicles Travelling East, 39.73510,-104.98060,,,0
10178,12th Ave & Pennsylvania St,Vehicles Travelling West, 39.73518,-104.98139,,,0
10179,12th Ave & Race St,Vehicles Travelling East, 39.73501,-104.96322,,,0
10180,12th Ave & Race St,Vehicles Travelling West, 39.73509,-104.96376,,,0
10181,12th Ave & Steele St,Vehicles Travelling East, 39.73506,-104.94890,,,0
10182,12th Ave & Steele St,Vehicles Travelling West, 39.73519,-104.94986,,,0
10184,12th Ave & Vine St,Vehicles Travelling East, 39.73500,-104.96198,,,0
10185,12th Ave & Vine St,Vehicles Travelling West, 39.73509,-104.96256,,,0
10186,12th Ave & Washington St,Vehicles Travelling East, 39.73509,-104.97837,,,0
10187,12th Ave & Washington St,Vehicles Travelling West, 39.73524,-104.97904,,,0
10188,12th Ave & Gilpin St,Vehicles Travelling Southeast, 39.73606,-104.96647,,,0
10189,12th Ave & High St,Vehicles Travelling West, 39.73611,-104.96628,,,0
10190,12th Ave & York St,Vehicles Travelling East, 39.73500,-104.95948,,,0
10197,13th Ave & 13th Cir,Vehicles Travelling East, 39.73591,-104.81878,,,0
10201,W 13th Ave & Broadway,Vehicles Travelling West, 39.73691,-104.98786,,,0
10204,W 13th Ave & Cherokee St,Vehicles Travelling West, 39.73693,-104.99205,,,0
10205,13th Ave & Colorado Blvd,Vehicles Travelling West, 39.73679,-104.94120,,,0
10207,13th Ave & Eagle St,Vehicles Travelling East, 39.73548,-104.81556,,,0
10208,13th Ave & Eagle St,Vehicles Travelling West, 39.73560,-104.81632,,,0
10209,W 13th Ave & Elati St,Vehicles Travelling West, 39.73691,-104.99438,,,0
10210,13th Ave & Fraser St,Vehicles Travelling East, 39.73548,-104.81197,,,0
10211,13th Ave & Garfield St,Vehicles Travelling West, 39.73680,-104.94427,,,0
10212,13th Ave & Granby St,Vehicles Travelling West, 39.73569,-104.81114,,,0
10224,W 14th Ave & Federal Blvd,Vehicles Travelling West, 39.73805,-105.02575,,,0
10228,W 14th Ave & Galapago St,Vehicles Travelling East, 39.73842,-104.99601,,,0
10230,W 14th Ave & Irving St,Vehicles Travelling East, 39.73904,-105.02815,,,0
10232,W 14th Ave & Java Ct,Vehicles Travelling East, 39.73843,-105.03075,,,0
10235,W 14th Ave & Newland St,Vehicles Travelling West, 39.73854,-105.06995,,,0
10236,W 14th Ave & Newland St,Vehicles Travelling East, 39.73844,-105.06906,,,0
10238,W 14th Ave & Pierce St,Vehicles Travelling East, 39.73844,-105.07153,,,0
10240,W 14th Ave & Santa Fe Dr,Vehicles Travelling East, 39.73844,-104.99805,,,0
10252,15th St & Canyon Blvd,Vehicles Travelling Southeast, 40.01607,-105.27522,,,0
10254,15th St & Central St,Vehicles Travelling Northwest, 39.75784,-105.01093,,,0
10261,16th Ave & Downing St,Vehicles Travelling West, 39.74170,-104.97385,,,0
10262,16th Ave & Emerson St,Vehicles Travelling West, 39.74171,-104.97674,,,0
10264,16th Ave & Logan St,Vehicles Travelling West, 39.74174,-104.98275,,,0
10265,16th Ave & Washington St,Vehicles Travelling West, 39.74171,-104.97847,,,0
10272,16th St & Boulder St,Vehicles Travelling Northwest, 39.75948,-105.01064,,,0
10273,16th St & Boulder St,Vehicles Travelling Southeast, 39.75853,-105.00965,,,0
10277,17th Ave & Broadway,Vehicles Travelling East, 39.74323,-104.98727,,,0
10280,17th Ave & Clarkson St,Vehicles Travelling East, 39.74319,-104.97720,,,0
10281,17th Ave & Cook St,Vehicles Travelling East, 39.74368,-104.94742,,,0
10283,17th Ave & Drake St,Vehicles Travelling East, 40.18852,-105.14534,,,0
10284,E 17th Ave & The Esplanade,Vehicles Travelling East, 39.74373,-104.95622,,,0
10285,17th Ave & Esplanade St,Vehicles Travelling West, 39.74388,-104.95645,,,0
10287,W 17th Ave & Federal Blvd,Vehicles Travelling West, 39.74401,-105.02621,,,0
10288,17th Ave & Fillmore St,Vehicles Travelling East, 39.74372,-104.95328,,,0
10289,17th Ave & Fillmore St,Vehicles Travelling West, 39.74391,-104.95435,,,0
10290,17th Ave & Franklin St,Vehicles Travelling East, 39.74317,-104.96819,,,0
10291,17th Ave & Garfield St,Vehicles Travelling East, 39.74368,-104.94368,,,0
10292,17th Ave & Garfield St,Vehicles Travelling West, 39.74384,-104.94403,,,0
10294,17th Ave & Gaylord St,Vehicles Travelling East, 39.74316,-104.96121,,,0
10295,W 17th Ave & Grove St,Vehicles Travelling East, 39.74388,-105.02652,,,0
10298,17th Ave & Harrison St,Vehicles Travelling West, 39.74383,-104.94176,,,0
10299,17th Ave & Harvard St,Vehicles Travelling East, 40.18849,-105.14024,,,0
10300,W 17th Ave & Irving St,Vehicles Travelling East, 39.74390,-105.02964,,,0
10301,W 17th Ave & Irving St,Vehicles Travelling West, 39.74398,-105.03024,,,0
10303,W 17th Ave & King St,Vehicles Travelling West, 39.74400,-105.03340,,,0
10304,W 17th Ave & King St,Vehicles Travelling East, 39.74390,-105.03279,,,0
10306,17th Ave & Lafayette St,Vehicles Travelling East, 39.74318,-104.97062,,,0
10307,17th Ave & Logan St,Vehicles Travelling East, 39.74320,-104.98209,,,0
10308,17th Ave & Madison St,Vehicles Travelling West, 39.74384,-104.94636,,,0
10311,W 17th Ave & Meade St,Vehicles Travelling East, 39.74390,-105.03547,,,0
10313,W 17th Ave & Meade St,Vehicles Travelling West, 39.74402,-105.03613,,,0
10314,E 17th Ave & Ogden St,Vehicles Travelling East, 39.74320,-104.97419,,,0
10315,17th Ave & Pearl St,Vehicles Travelling East, 39.74320,-104.97941,,,0
10316,W 17th Ave & Perry St,Vehicles Travelling West, 39.74400,-105.03965,,,0
10317,W 17th Ave & Perry St,Vehicles Travelling East, 39.74391,-105.03962,,,0
10320,17th Ave & Race St,Vehicles Travelling East, 39.74315,-104.96315,,,0
10321,W 17th Ave & Zenobia St,Vehicles Travelling East, 39.74392,-105.05276,,,0
10322,17th Ave & Grant St,Vehicles Travelling East, 39.74318,-104.98449,,,0
10323,17th Ave & Steele St,Vehicles Travelling East, 39.74372,-104.94976,,,0
10325,17th Ave & Steele St,Vehicles Travelling West, 39.74386,-104.95037,,,0
10326,W 17th Ave & Stuart St,Vehicles Travelling East, 39.74392,-105.04246,,,0
10327,W 17th Ave & Stuart St,Vehicles Travelling West, 39.74403,-105.04200,,,0
10328,W 17th Ave & Utica St,Vehicles Travelling East, 39.74392,-105.04489,,,0
10329,W 17th Ave & Utica St,Vehicles Travelling West, 39.74404,-105.04549,,,0
10330,17th Ave & Williams St,Vehicles Travelling East, 39.74316,-104.96570,,,0
10331,W 17th Ave & Wolff St,Vehicles Travelling East, 39.74392,-105.04837,,,0
10332,W 17th Ave & Wolff St,Vehicles Travelling West, 39.74404,-105.04901,,,0
10333,W 17th Ave & Yates St,Vehicles Travelling West, 39.74404,-105.05132,,,0
10334,W 17th Ave & Yates St,Vehicles Travelling East, 39.74392,-105.05113,,,0
10335,E 17th Ave & Josephine St,Vehicles Travelling East, 39.74330,-104.95941,,,0
10336,E 18th Ave & Downing St,Vehicles Travelling West, 39.74489,-104.97381,,,0
10338,18th Ave & Emerson St,Vehicles Travelling West, 39.74490,-104.97650,,,0
10339,18th Ave & Franklin St,Vehicles Travelling West, 39.74488,-104.96874,,,0
10340,E 18th Ave & Grant St,Vehicles Travelling West, 39.74493,-104.98365,,,0
10341,18th Ave & High St,Vehicles Travelling West, 39.74486,-104.96515,,,0
10342,18th Ave & Pennsylvania St,Vehicles Travelling West, 39.74491,-104.98164,,,0
10343,E 18th Ave & Sherman St,Vehicles Travelling West, 39.74496,-104.98518,,,0
10344,18th Ave & Vine St,Vehicles Travelling West, 39.74486,-104.96248,,,0
10345,18th Ave & Washington St,Vehicles Travelling West, 39.74491,-104.97903,,,0
10346,E 18th Ave & York St,Vehicles Travelling West, 39.74485,-104.96035,,,0
10352,19th Ave & Biscay St,Vehicles Travelling East, 39.74550,-104.76724,,,0
10353,19th Ave & Biscay St,Vehicles Travelling West, 39.74558,-104.76819,,,0
10354,19th Ave & Broadway,Vehicles Travelling East, 39.74613,-104.98679,,,0
10355,19th Ave & Ceylon St,Vehicles Travelling West, 39.74560,-104.76573,,,0
10356,19th Ave & Danube Ct,Vehicles Travelling East, 39.74542,-104.76399,,,0
10357,19th Ave & Grant St,Vehicles Travelling East, 39.74613,-104.98325,,,0
10359,19th Ave & Pearl St,Vehicles Travelling East, 39.74614,-104.98003,,,0
10360,19th Ave & Sherman St,Vehicles Travelling East, 39.74612,-104.98450,,,0
10363,19th St & Balsam Ave,Vehicles Travelling South, 40.02616,-105.27270,,,0
10364,20th St & Bluff St,Vehicles Travelling Southeast, 40.02378,-105.27104,,,0
10365,19th St & Avocado Rd,Vehicles Travelling North, 40.05616,-105.27264,,,0
10366,19th St & Avocado Rd,Vehicles Travelling South, 40.05550,-105.27282,,,0
10367,19th St & Balsam Ave,Vehicles Travelling North, 40.02790,-105.27253,,,0
10368,19th St & Elder Ave,Vehicles Travelling South, 40.03019,-105.27272,,,0
10369,19th St & Elder Ave,Vehicles Travelling North, 40.03005,-105.27257,,,0
10372,19th St & Floral Dr,Vehicles Travelling North, 40.03181,-105.27258,,,0
10373,19th St & N Jackson St,Vehicles Travelling Southwest, 39.75053,-105.21462,,,0
10374,19th St & Forest Ave,Vehicles Travelling South, 40.03230,-105.27273,,,0
10375,19th St & Glenwood Dr,Vehicles Travelling North, 40.03339,-105.27260,,,0
10379,19th St & Joslin Ct,Vehicles Travelling North, 40.03744,-105.27263,,,0
10381,19th St & Kalmia Ave,Vehicles Travelling North, 40.04032,-105.27268,,,0
10383,19th St & Market St,Vehicles Travelling Southeast, 39.75240,-104.99442,,,0
10384,19th St & Norwood Ave,Vehicles Travelling North, 40.04428,-105.27269,,,0
10385,19th St & Norwood Ave,Vehicles Travelling South, 40.04377,-105.27283,,,0
10386,20th St & Pine St,Vehicles Travelling Southeast, 40.02175,-105.27034,,,0
10387,19th St & Poplar Ave,Vehicles Travelling South, 40.04677,-105.27283,,,0
10388,19th St & Poplar Ave,Vehicles Travelling North, 40.04704,-105.27269,,,0
10389,19th St & Riverside Ave,Vehicles Travelling North, 40.05037,-105.27268,,,0
10390,19th St & Redwood Ave,Vehicles Travelling South, 40.04857,-105.27285,,,0
10391,19th St & Upland Ave,Vehicles Travelling South, 40.05254,-105.27283,,,0
10392,19th St & Upland Ave,Vehicles Travelling North, 40.05261,-105.27269,,,0
10393,19th St & Yarmouth Ave,Vehicles Travelling South, 40.05799,-105.27282,,,0
10396,W 1st Ave & Balsam St,Vehicles Travelling West, 39.71850,-105.08876,,,0
10397,W 1st Ave & Balsam St,Vehicles Travelling East, 39.71841,-105.08835,,,0
10398,W 1st Ave & Bannock St,Vehicles Travelling West, 39.71843,-104.99115,,,0
10399,W 1st Ave & Bannock St,Vehicles Travelling East, 39.71833,-104.99101,,,0
10400,1st Ave & Bellaire St,Vehicles Travelling East, 39.71776,-104.93702,,,0
10401,1st Ave & Bellaire St,Vehicles Travelling West, 39.71785,-104.93716,,,0
10402,1st Ave & Broadway,Vehicles Travelling East, 39.71830,-104.98711,,,0
10403,W 1st Ave & Broadway,Vehicles Travelling West, 39.71841,-104.98790,,,0
10404,W 1st Ave & Carr St,Vehicles Travelling East, 39.71839,-105.09054,,,0
10405,W 1st Ave & Carr St,Vehicles Travelling West, 39.71849,-105.09133,,,0
10406,W 1st Ave & Chase St,Vehicles Travelling East, 39.71852,-105.05624,,,0
10407,W 1st Ave & Chase St,Vehicles Travelling West, 39.71861,-105.05750,,,0
10408,1st Ave & Cherry St,Vehicles Travelling West, 39.71786,-104.93407,,,0
10409,E 1st Ave & Colorado Blvd,Vehicles Travelling East, 39.71774,-104.94028,,,0
10413,1st Ave & Fillmore Plaza,Vehicles Travelling East, 39.71798,-104.95366,,,0
10414,1st Ave & Dexter St,Vehicles Travelling East, 39.71777,-104.93246,,,0
10415,W 1st Ave & Dover St,Vehicles Travelling East, 39.71837,-105.09333,,,0
10416,W 1st Ave & Dover St,Vehicles Travelling West, 39.71848,-105.09440,,,0
10417,1st Ave & Elm St,Vehicles Travelling East, 39.71778,-104.92880,,,0
10418,1st Ave & Elm St,Vehicles Travelling West, 39.71787,-104.92987,,,0
10419,W 1st Ave & Everett St,Vehicles Travelling East, 39.71836,-105.09637,,,0
10420,W 1st Ave & Everett St,Vehicles Travelling West, 39.71847,-105.09756,,,0
10422,W 1st Ave & Fenton St,Vehicles Travelling East, 39.71850,-105.06052,,,0
10423,W 1st Ave & Fenton St,Vehicles Travelling West, 39.71861,-105.06047,,,0
10427,1st Ave & Garfield St,Vehicles Travelling West, 39.71789,-104.94414,,,0
10428,W 1st Ave & Garrison St,Vehicles Travelling East, 39.71834,-105.09956,,,0
10429,1st Ave & Gilpin St,Vehicles Travelling East, 39.71813,-104.96616,,,0
10430,1st Ave & Gilpin St,Vehicles Travelling West, 39.71838,-104.96719,,,0
10431,1st Ave & Glencoe St,Vehicles Travelling East, 39.71778,-104.92508,,,0
10432,1st Ave & Glencoe St,Vehicles Travelling West, 39.71787,-104.92449,,,0
10433,1st Ave & Grant St,Vehicles Travelling East, 39.71828,-104.98346,,,0
10436,W 1st Ave & Harlan St,Vehicles Travelling East, 39.71849,-105.06228,,,0
10437,W 1st Ave & Harlan St,Vehicles Travelling West, 39.71864,-105.06232,,,0
10438,1st Ave & Harrison St,Vehicles Travelling West, 39.71790,-104.94199,,,0
10440,E 1st Ave & Holly St,Vehicles Travelling West, 39.71789,-104.92265,,,0
10443,W 1st Ave & Ingalls St,Vehicles Travelling West, 39.71858,-105.06446,,,0
10444,1st Ave & Harrison St,Vehicles Travelling East, 39.71774,-104.94205,,,0
10445,W 1st Ave & Jay St,Vehicles Travelling East, 39.71847,-105.06469,,,0
10447,W 1st Ave & Knox Ct,Vehicles Travelling West, 39.71821,-105.03299,,,0
10448,E 1st Ave & Lafayette St,Vehicles Travelling East, 39.71814,-104.97030,,,0
10449,W 1st Ave & Lamar St,Vehicles Travelling East, 39.71846,-105.06701,,,0
10450,W 1st Ave & Lamar St,Vehicles Travelling West, 39.71855,-105.06743,,,0
10451,1st Ave & Lincoln St,Vehicles Travelling West, 39.71840,-104.98663,,,0
10453,1st Ave & Madison St,Vehicles Travelling East, 39.71774,-104.94582,,,0
10454,1st Ave & Madison St,Vehicles Travelling West, 39.71791,-104.94662,,,0
10457,W 1st Ave & Meade St,Vehicles Travelling East, 39.71809,-105.03574,,,0
10458,W 1st Ave & Meade St,Vehicles Travelling West, 39.71821,-105.03663,,,0
10459,W 1st Ave & Newland St,Vehicles Travelling East, 39.71845,-105.06930,,,0
10460,W 1st Ave & Newland St,Vehicles Travelling West, 39.71856,-105.07011,,,0
10464,1st Ave & Pennsylvania St,Vehicles Travelling East, 39.71828,-104.98117,,,0
10465,1st Ave & Pennsylvania St,Vehicles Travelling West, 39.71837,-104.98169,,,0
10466,W 1st Ave & Perry St,Vehicles Travelling East, 39.71809,-105.03919,,,0
10467,W 1st Ave & Perry St,Vehicles Travelling West, 39.71823,-105.04026,,,0
10469,W 1st Ave & Quay St,Vehicles Travelling West, 39.71855,-105.07286,,,0
10470,1st Ave & Detroit St,Vehicles Travelling West, 39.71827,-104.95678,,,0
10471,W 1st Ave & Sheridan Blvd,Vehicles Travelling East, 39.71816,-105.05274,,,0
10472,W 1st Ave & Sheridan Blvd,Vehicles Travelling West, 39.71859,-105.05376,,,0
10473,1st Ave & Steele St,Vehicles Travelling East, 39.71774,-104.94881,,,0
10476,W 1st Ave & Stuart St,Vehicles Travelling East, 39.71808,-105.04295,,,0
10477,W 1st Ave & Stuart St,Vehicles Travelling West, 39.71822,-105.04376,,,0
10478,W 1st Ave & Teller St,Vehicles Travelling East, 39.71841,-105.07646,,,0
10480,E 1st Ave & University Blvd,Vehicles Travelling East, 39.71800,-104.95805,,,0
10481,E 1st Ave & University Blvd.,Vehicles Travelling West, 39.71839,-104.96008,,,0
10482,1st Ave & Vine St,Vehicles Travelling West, 39.71838,-104.96232,,,0
10483,1st Ave & Vine St,Vehicles Travelling East, 39.71814,-104.96180,,,0
10484,W 1st Ave & Vrain St,Vehicles Travelling East, 39.71810,-105.04542,,,0
10485,W 1st Ave & Vrain St,Vehicles Travelling West, 39.71824,-105.04605,,,0
10487,W 1st Ave & Wadsworth Blvd,Vehicles Travelling West, 39.71853,-105.08211,,,0
10488,1st Ave & Washington St,Vehicles Travelling West, 39.71837,-104.97950,,,0
10489,1st Ave & Washington St,Vehicles Travelling East, 39.71829,-104.97851,,,0
10490,W 1st Ave & Wolff St,Vehicles Travelling West, 39.71826,-105.04849,,,0
10491,W 1st Ave & Wolff St,Vehicles Travelling East, 39.71812,-105.04761,,,0
10492,W 1st Ave & Yates St,Vehicles Travelling East, 39.71814,-105.05006,,,0
10493,W 1st Ave & Yates St,Vehicles Travelling West, 39.71827,-105.05043,,,0
10494,W 1st Ave & Zephyr St,Vehicles Travelling East, 39.71842,-105.08479,,,0
10495,W 1st Ave & Zephyr St,Vehicles Travelling West, 39.71851,-105.08558,,,0
10496,W 20th Ave & Zephyr St,Vehicles Travelling East, 39.74749,-105.08636,,,0
10497,W 20th Ave & Allison St,Vehicles Travelling West, 39.74759,-105.08663,,,0
10498,W 20th Ave & Ames St,Vehicles Travelling West, 39.74771,-105.05421,,,0
10499,W 20th Ave & Bell Ct,Vehicles Travelling West, 39.74753,-105.09522,,,0
10500,W 20th Ave & Bell Ct,Vehicles Travelling East, 39.74744,-105.09515,,,0
10502,W 20th Ave & Carr St,Vehicles Travelling West, 39.74758,-105.09135,,,0
